CREATED_DATE,SOLICITUD_ID,GESTION_TYPE,PRODUCT TYPE(TC OR PR),DELIQUENCY,CYCLE,COUNTRY
2022-05-03,SOL-0016827,ACUERDO_PAGO,PR,1,2,HND
2022-05-03,SOL-0016828,ACUERDO_PAGO,TC,1,1,HND
2022-05-03,SOL-0016829,PAGO_PARCIAL,PR,1,6,HND
2022-05-03,SOL-0016830,PAGO_PARCIAL,TC,0,4,HND
2022-05-03,SOL-0016831,PAGO_PARCIAL,TC,3,2,HND
2022-05-03,SOL-0016832,REFINANCIAMIENTO,PR,3,6,HND
2022-05-03,SOL-0016833,COBRO,PR,2,5,HND
2022-05-03,SOL-0016834,COBRO,PR,4,6,HND
2022-05-03,SOL-0016835,COBRO,PR,3,2,HND
2022-05-03,SOL-0016836,PAGO_PARCIAL,TC,0,1,HND
2022-05-03,SOL-0016837,COBRO,TC,2,1,HND
2022-05-03,SOL-0016838,RECLAMO,PR,2,4,HND
2022-05-03,SOL-0016839,REFINANCIAMIENTO,TC,3,2,HND
2022-05-03,SOL-0016840,PAGO_PARCIAL,TC,3,3,HND
2022-05-03,SOL-0016841,ACTUALIZACION_DATOS,TC,1,1,HND
2022-05-03,SOL-0016842,REFINANCIAMIENTO,TC,3,2,HND
2022-05-03,SOL-0016843,RECLAMO,PR,3,3,HND
2022-05-03,SOL-0016844,ACTUALIZACION_DATOS,TC,1,1,HND
2022-05-03,SOL-0016845,COBRO,TC,1,3,HND
2022-05-03,SOL-0016846,PAGO_PARCIAL,PR,4,1,HND
2022-05-03,SOL-0016847,PAGO_PARCIAL,TC,1,2,HND
2022-05-03,SOL-0016848,PAGO_PARCIAL,PR,3,6,HND
2022-05-03,SOL-0016849,COBRO,PR,3,1,HND
2022-05-03,SOL-0016850,ACUERDO_PAGO,TC,1,2,HND
2022-05-03,SOL-0016851,ACUERDO_PAGO,PR,0,6,HND
2022-05-03,SOL-0016852,RECLAMO,TC,0,3,HND
2022-05-03,SOL-0016853,COBRO,PR,5,2,HND
2022-05-03,SOL-0016854,ACUERDO_PAGO,PR,2,6,HND
2022-05-03,SOL-0016855,PAGO_PARCIAL,PR,6,4,HND
2022-05-03,SOL-0016856,ACUERDO_PAGO,PR,0,1,HND
2022-05-03,SOL-0016857,COBRO,TC,4,1,HND
2022-05-03,SOL-0016858,ACTUALIZACION_DATOS,TC,3,2,HND
2022-05-03,SOL-0016859,COBRO,TC,2,2,HND
2022-05-03,SOL-0016860,PAGO_PARCIAL,TC,3,3,HND
2022-05-03,SOL-0016861,PAGO_PARCIAL,TC,0,4,HND
2022-05-03,SOL-0016862,REFINANCIAMIENTO,PR,1,5,HND
2022-05-03,SOL-0016863,COBRO,TC,1,2,HND
2022-05-03,SOL-0016864,COBRO,TC,3,1,HND
2022-05-03,SOL-0016865,ACUERDO_PAGO,PR,2,2,HND
2022-05-03,SOL-0016866,COBRO,PR,0,2,HND
2022-05-03,SOL-0016867,ACTUALIZACION_DATOS,TC,3,1,HND
2022-05-03,SOL-0016868,PAGO_PARCIAL,PR,4,1,HND
2022-05-03,SOL-0016869,ACTUALIZACION_DATOS,PR,0,3,HND
2022-05-03,SOL-0016870,PAGO_PARCIAL,PR,1,5,HND
2022-05-03,SOL-0016871,COBRO,TC,0,1,HND
2022-05-03,SOL-0016872,ACUERDO_PAGO,PR,3,5,HND
2022-05-03,SOL-0016873,ACUERDO_PAGO,PR,0,2,HND
2022-05-03,SOL-0016874,COBRO,TC,2,6,HND
2022-05-03,SOL-0016875,COBRO,PR,5,2,HND
2022-05-03,SOL-0016876,CANCELACION,PR,3,6,HND
2022-05-03,SOL-0016877,ACUERDO_PAGO,PR,4,1,HND
2022-05-03,SOL-0016878,ACTUALIZACION_DATOS,TC,3,2,HND
2022-05-03,SOL-0016879,REFINANCIAMIENTO,TC,0,2,HND
2022-05-03,SOL-0016880,PAGO_PARCIAL,TC,1,2,HND
2022-05-03,SOL-0016881,COBRO,TC,1,2,HND
2022-05-03,SOL-0016882,COBRO,PR,0,1,HND
2022-05-03,SOL-0016883,ACUERDO_PAGO,PR,0,4,HND
2022-05-03,SOL-0016884,PAGO_PARCIAL,PR,1,4,HND
2022-05-03,SOL-0016885,COBRO,TC,0,1,HND
2022-05-03,SOL-0016886,ACUERDO_PAGO,TC,0,1,HND
2022-05-03,SOL-0016887,COBRO,TC,4,3,HND
2022-05-03,SOL-0016888,ACTUALIZACION_DATOS,PR,0,1,HND
2022-05-03,SOL-0016889,ACUERDO_PAGO,TC,4,2,HND
2022-05-03,SOL-0016890,COBRO,PR,0,3,HND
2022-05-03,SOL-0016891,ACUERDO_PAGO,TC,3,4,HND
2022-05-03,SOL-0016892,PAGO_PARCIAL,PR,0,1,HND
2022-05-03,SOL-0016893,ACUERDO_PAGO,PR,0,4,HND
2022-05-03,SOL-0016894,COBRO,PR,0,2,HND
2022-05-03,SOL-0016895,COBRO,TC,0,5,HND
2022-05-03,SOL-0016896,CANCELACION,PR,3,2,HND
2022-05-03,SOL-0016897,COBRO,TC,5,3,HND
2022-05-03,SOL-0016898,PAGO_PARCIAL,TC,5,1,HND
2022-05-03,SOL-0016899,ACTUALIZACION_DATOS,TC,1,2,HND
2022-05-03,SOL-0016900,ACUERDO_PAGO,TC,5,3,HND
2022-05-03,SOL-0016901,REFINANCIAMIENTO,TC,2,2,HND
2022-05-03,SOL-0016902,ACUERDO_PAGO,TC,4,6,HND
2022-05-03,SOL-0016903,REFINANCIAMIENTO,PR,4,4,HND
2022-05-03,SOL-0016904,ACUERDO_PAGO,PR,4,2,HND
2022-05-03,SOL-0016905,COBRO,PR,0,1,HND
2022-05-03,SOL-0016906,REFINANCIAMIENTO,TC,2,6,HND
2022-05-03,SOL-0016907,COBRO,TC,0,2,HND
2022-05-03,SOL-0016908,ACUERDO_PAGO,TC,3,6,HND
2022-05-03,SOL-0016909,REFINANCIAMIENTO,PR,3,5,HND
2022-05-03,SOL-0016910,COBRO,PR,5,5,HND
2022-05-03,SOL-0016911,COBRO,PR,2,4,HND
2022-05-03,SOL-0016912,ACTUALIZACION_DATOS,TC,3,2,HND
2022-05-03,SOL-0016913,COBRO,PR,4,3,HND
2022-05-03,SOL-0016914,REFINANCIAMIENTO,PR,2,4,HND
2022-05-03,SOL-0016915,PAGO_PARCIAL,PR,2,2,HND
2022-05-03,SOL-0016916,RECLAMO,TC,3,4,HND
2022-05-03,SOL-0016917,COBRO,PR,0,2,HND
2022-05-03,SOL-0016918,PAGO_PARCIAL,TC,5,1,HND
2022-05-03,SOL-0016919,COBRO,PR,4,3,HND
2022-05-03,SOL-0016920,PAGO_PARCIAL,TC,0,2,HND
2022-05-03,SOL-0016921,ACUERDO_PAGO,TC,1,1,HND
2022-05-03,SOL-0016922,COBRO,TC,3,2,HND
2022-05-03,SOL-0016923,ACTUALIZACION_DATOS,TC,5,2,HND
2022-05-03,SOL-0016924,COBRO,TC,3,2,HND
2022-05-03,SOL-0016925,ACUERDO_PAGO,TC,6,3,HND
2022-05-03,SOL-0016926,PAGO_PARCIAL,PR,2,4,HND
2022-05-03,SOL-0016927,PAGO_PARCIAL,PR,6,4,HND
2022-05-03,SOL-0016928,COBRO,TC,3,5,HND
2022-05-03,SOL-0016929,COBRO,TC,2,6,HND
2022-05-03,SOL-0016930,ACUERDO_PAGO,TC,0,1,HND
2022-05-03,SOL-0016931,ACUERDO_PAGO,PR,3,1,HND
2022-05-03,SOL-0016932,RECLAMO,PR,0,1,HND
2022-05-03,SOL-0016933,COBRO,TC,2,1,HND
2022-05-03,SOL-0016934,CANCELACION,PR,0,2,HND
2022-05-03,SOL-0016935,PAGO_PARCIAL,TC,2,2,HND
2022-05-03,SOL-0016936,CANCELACION,PR,1,1,HND
2022-05-03,SOL-0016937,PAGO_PARCIAL,TC,2,6,HND
2022-05-03,SOL-0016938,RECLAMO,PR,0,3,HND
2022-05-03,SOL-0016939,COBRO,PR,1,1,HND
2022-05-03,SOL-0016940,ACUERDO_PAGO,PR,1,1,HND
2022-05-03,SOL-0016941,ACTUALIZACION_DATOS,TC,5,1,HND
2022-05-03,SOL-0016942,COBRO,PR,0,4,HND
2022-05-03,SOL-0016943,COBRO,TC,0,3,HND
2022-05-03,SOL-0016944,PAGO_PARCIAL,TC,2,2,HND
2022-05-03,SOL-0016945,COBRO,PR,6,3,HND
2022-05-03,SOL-0016946,COBRO,PR,1,3,HND
2022-05-03,SOL-0016947,PAGO_PARCIAL,TC,1,2,HND
2022-05-03,SOL-0016948,ACUERDO_PAGO,TC,2,5,HND
2022-05-03,SOL-0016949,CANCELACION,TC,1,1,HND
2022-05-03,SOL-0016950,ACTUALIZACION_DATOS,PR,5,1,HND
2022-05-03,SOL-0016951,COBRO,TC,0,2,HND
2022-05-03,SOL-0016952,CANCELACION,TC,0,2,HND
2022-05-03,SOL-0016953,COBRO,TC,4,1,HND
2022-05-03,SOL-0016954,ACUERDO_PAGO,PR,1,1,HND
2022-05-03,SOL-0016955,COBRO,PR,1,1,HND
2022-05-03,SOL-0016956,COBRO,PR,2,2,HND
2022-05-03,SOL-0016957,PAGO_PARCIAL,PR,6,1,HND
2022-05-03,SOL-0016958,RECLAMO,TC,2,3,HND
2022-05-03,SOL-0016959,PAGO_PARCIAL,TC,4,1,HND
2022-05-03,SOL-0016960,CANCELACION,TC,1,1,HND
2022-05-03,SOL-0016961,ACTUALIZACION_DATOS,TC,3,4,HND
2022-05-03,SOL-0016962,ACUERDO_PAGO,PR,0,1,HND
2022-05-03,SOL-0016963,ACUERDO_PAGO,PR,2,3,HND
2022-05-03,SOL-0016964,PAGO_PARCIAL,PR,5,2,HND
2022-05-03,SOL-0016965,PAGO_PARCIAL,TC,2,5,HND
2022-05-03,SOL-0016966,COBRO,TC,0,1,HND
2022-05-03,SOL-0016967,PAGO_PARCIAL,PR,2,4,HND
2022-05-03,SOL-0016968,COBRO,PR,0,3,HND
2022-05-03,SOL-0016969,COBRO,TC,3,2,HND
2022-05-03,SOL-0016970,ACTUALIZACION_DATOS,PR,1,1,HND
2022-05-03,SOL-0016971,COBRO,TC,2,1,HND
2022-05-03,SOL-0016972,COBRO,TC,0,4,HND
2022-05-03,SOL-0016973,ACUERDO_PAGO,TC,0,1,HND
2022-05-03,SOL-0016974,COBRO,PR,1,1,HND
2022-05-03,SOL-0016975,COBRO,PR,1,5,HND
2022-05-03,SOL-0016976,COBRO,TC,3,1,HND
2022-05-03,SOL-0016977,COBRO,TC,0,2,HND
2022-05-03,SOL-0016978,ACTUALIZACION_DATOS,TC,0,3,HND
2022-05-03,SOL-0016979,COBRO,TC,1,1,HND
2022-05-03,SOL-0016980,PAGO_PARCIAL,PR,1,3,HND
2022-05-03,SOL-0016981,PAGO_PARCIAL,TC,4,6,HND
2022-05-03,SOL-0016982,ACUERDO_PAGO,PR,1,3,HND
2022-05-03,SOL-0016983,REFINANCIAMIENTO,PR,3,5,HND
2022-05-03,SOL-0016984,RECLAMO,PR,4,3,HND
2022-05-03,SOL-0016985,PAGO_PARCIAL,PR,4,1,HND
2022-05-03,SOL-0016986,ACUERDO_PAGO,PR,0,2,HND
2022-05-03,SOL-0016987,COBRO,TC,2,1,HND
2022-05-03,SOL-0016988,RECLAMO,TC,4,3,HND
2022-05-03,SOL-0016989,ACUERDO_PAGO,PR,6,2,HND
2022-05-03,SOL-0016990,COBRO,TC,1,3,HND
2022-05-03,SOL-0016991,COBRO,TC,6,1,HND
2022-05-03,SOL-0016992,COBRO,PR,1,6,HND
2022-05-03,SOL-0016993,ACUERDO_PAGO,TC,1,2,HND
2022-05-03,SOL-0016994,COBRO,PR,4,5,HND
2022-05-03,SOL-0016995,PAGO_PARCIAL,PR,0,2,HND
2022-05-03,SOL-0016996,RECLAMO,PR,2,1,HND
2022-05-03,SOL-0016997,PAGO_PARCIAL,TC,1,4,HND
2022-05-03,SOL-0016998,ACUERDO_PAGO,TC,0,3,HND
2022-05-03,SOL-0016999,ACUERDO_PAGO,TC,1,1,HND
2022-05-03,SOL-0017000,ACUERDO_PAGO,TC,1,2,HND
2022-05-03,SOL-0017001,PAGO_PARCIAL,TC,0,2,HND
2022-05-03,SOL-0017002,COBRO,TC,1,3,HND
2022-05-03,SOL-0017003,PAGO_PARCIAL,PR,0,5,HND
2022-05-03,SOL-0017004,COBRO,PR,5,1,HND
2022-05-03,SOL-0017005,PAGO_PARCIAL,TC,5,1,HND
2022-05-03,SOL-0017006,COBRO,TC,4,3,HND
2022-05-03,SOL-0017007,ACUERDO_PAGO,PR,3,1,HND
2022-05-03,SOL-0017008,ACUERDO_PAGO,PR,0,5,HND
2022-05-03,SOL-0017009,COBRO,PR,0,4,HND
2022-05-03,SOL-0017010,COBRO,TC,4,4,HND
2022-05-03,SOL-0017011,RECLAMO,PR,3,6,HND
2022-05-03,SOL-0017012,ACUERDO_PAGO,TC,1,1,HND
2022-05-03,SOL-0017013,COBRO,TC,4,1,HND
2022-05-03,SOL-0017014,ACUERDO_PAGO,PR,3,2,HND
2022-05-03,SOL-0017015,CANCELACION,TC,0,2,HND
2022-05-03,SOL-0017016,COBRO,TC,2,1,HND
2022-05-03,SOL-0017017,PAGO_PARCIAL,TC,4,4,HND
2022-05-03,SOL-0017018,RECLAMO,TC,3,2,HND
2022-05-03,SOL-0017019,ACUERDO_PAGO,TC,2,1,HND
2022-05-03,SOL-0017020,COBRO,PR,4,5,HND
2022-05-03,SOL-0017021,ACTUALIZACION_DATOS,PR,1,2,HND
2022-05-03,SOL-0017022,ACTUALIZACION_DATOS,TC,4,3,HND
2022-05-03,SOL-0017023,ACUERDO_PAGO,TC,0,5,HND
2022-05-03,SOL-0017024,ACUERDO_PAGO,PR,6,2,HND
2022-05-03,SOL-0017025,REFINANCIAMIENTO,PR,1,3,HND
2022-05-03,SOL-0017026,RECLAMO,TC,5,3,HND
2022-05-03,SOL-0017027,COBRO,TC,1,3,HND
2022-05-03,SOL-0017028,PAGO_PARCIAL,TC,0,2,HND
2022-05-03,SOL-0017029,COBRO,TC,3,3,HND
2022-05-03,SOL-0017030,COBRO,TC,2,2,HND
2022-05-03,SOL-0017031,PAGO_PARCIAL,TC,5,1,HND
2022-05-03,SOL-0017032,RECLAMO,TC,0,6,HND
2022-05-03,SOL-0017033,COBRO,TC,0,1,HND
2022-05-04,SOL-0017034,PAGO_PARCIAL,TC,4,2,HND
2022-05-04,SOL-0017035,COBRO,PR,2,1,HND
2022-05-04,SOL-0017036,PAGO_PARCIAL,TC,1,2,HND
2022-05-04,SOL-0017037,PAGO_PARCIAL,PR,2,5,HND
2022-05-04,SOL-0017038,COBRO,TC,3,2,HND
2022-05-04,SOL-0017039,PAGO_PARCIAL,PR,0,2,HND
2022-05-04,SOL-0017040,ACUERDO_PAGO,PR,1,5,HND
2022-05-04,SOL-0017041,REFINANCIAMIENTO,PR,5,4,HND
2022-05-04,SOL-0017042,PAGO_PARCIAL,PR,5,4,HND
2022-05-04,SOL-0017043,ACUERDO_PAGO,TC,1,5,HND
2022-05-04,SOL-0017044,REFINANCIAMIENTO,PR,2,1,HND
2022-05-04,SOL-0017045,ACTUALIZACION_DATOS,TC,0,1,HND
2022-05-04,SOL-0017046,PAGO_PARCIAL,TC,0,1,HND
2022-05-04,SOL-0017047,CANCELACION,TC,5,4,HND
2022-05-04,SOL-0017048,COBRO,PR,0,1,HND
2022-05-04,SOL-0017049,COBRO,TC,1,1,HND
2022-05-04,SOL-0017050,PAGO_PARCIAL,TC,2,2,HND
2022-05-04,SOL-0017051,PAGO_PARCIAL,PR,1,3,HND
2022-05-04,SOL-0017052,ACUERDO_PAGO,TC,2,2,HND
2022-05-04,SOL-0017053,ACTUALIZACION_DATOS,TC,2,3,HND
2022-05-04,SOL-0017054,COBRO,PR,3,3,HND
2022-05-04,SOL-0017055,ACUERDO_PAGO,TC,2,2,HND
2022-05-04,SOL-0017056,ACTUALIZACION_DATOS,PR,0,4,HND
2022-05-04,SOL-0017057,ACUERDO_PAGO,TC,0,2,HND
2022-05-04,SOL-0017058,ACTUALIZACION_DATOS,PR,0,1,HND
2022-05-04,SOL-0017059,CANCELACION,TC,0,2,HND
2022-05-04,SOL-0017060,ACUERDO_PAGO,PR,0,3,HND
2022-05-04,SOL-0017061,RECLAMO,TC,0,4,HND
2022-05-04,SOL-0017062,PAGO_PARCIAL,TC,0,6,HND
2022-05-04,SOL-0017063,RECLAMO,PR,6,1,HND
2022-05-04,SOL-0017064,PAGO_PARCIAL,TC,3,5,HND
2022-05-04,SOL-0017065,ACUERDO_PAGO,TC,1,1,HND
2022-05-04,SOL-0017066,ACUERDO_PAGO,PR,2,2,HND
2022-05-04,SOL-0017067,PAGO_PARCIAL,TC,6,1,HND
2022-05-04,SOL-0017068,PAGO_PARCIAL,TC,2,3,HND
2022-05-04,SOL-0017069,PAGO_PARCIAL,TC,0,3,HND
2022-05-04,SOL-0017070,COBRO,PR,1,5,HND
2022-05-04,SOL-0017071,ACUERDO_PAGO,PR,0,3,HND
2022-05-04,SOL-0017072,PAGO_PARCIAL,TC,6,3,HND
2022-05-04,SOL-0017073,PAGO_PARCIAL,TC,3,3,HND
2022-05-04,SOL-0017074,PAGO_PARCIAL,TC,4,1,HND
2022-05-04,SOL-0017075,REFINANCIAMIENTO,PR,1,3,HND
2022-05-04,SOL-0017076,ACUERDO_PAGO,TC,0,1,HND
2022-05-04,SOL-0017077,ACTUALIZACION_DATOS,TC,1,1,HND
2022-05-04,SOL-0017078,ACTUALIZACION_DATOS,TC,4,1,HND
2022-05-04,SOL-0017079,REFINANCIAMIENTO,TC,3,1,HND
2022-05-04,SOL-0017080,REFINANCIAMIENTO,PR,1,1,HND
2022-05-04,SOL-0017081,PAGO_PARCIAL,PR,1,2,HND
2022-05-04,SOL-0017082,REFINANCIAMIENTO,TC,0,3,HND
2022-05-04,SOL-0017083,COBRO,TC,0,3,HND
2022-05-04,SOL-0017084,COBRO,PR,2,4,HND
2022-05-04,SOL-0017085,PAGO_PARCIAL,PR,0,5,HND
2022-05-04,SOL-0017086,COBRO,PR,0,2,HND
2022-05-04,SOL-0017087,ACUERDO_PAGO,TC,0,1,HND
2022-05-04,SOL-0017088,PAGO_PARCIAL,TC,2,1,HND
2022-05-04,SOL-0017089,COBRO,PR,0,3,HND
2022-05-04,SOL-0017090,COBRO,TC,0,2,HND
2022-05-04,SOL-0017091,COBRO,PR,0,1,HND
2022-05-04,SOL-0017092,CANCELACION,PR,3,6,HND
2022-05-04,SOL-0017093,COBRO,PR,4,5,HND
2022-05-04,SOL-0017094,COBRO,PR,4,1,HND
2022-05-04,SOL-0017095,PAGO_PARCIAL,PR,5,1,HND
2022-05-04,SOL-0017096,ACUERDO_PAGO,PR,0,2,HND
2022-05-04,SOL-0017097,COBRO,TC,1,4,HND
2022-05-04,SOL-0017098,COBRO,PR,0,3,HND
2022-05-04,SOL-0017099,PAGO_PARCIAL,PR,2,3,HND
2022-05-04,SOL-0017100,ACUERDO_PAGO,PR,0,1,HND
2022-05-04,SOL-0017101,COBRO,PR,6,4,HND
2022-05-04,SOL-0017102,ACUERDO_PAGO,PR,2,3,HND
2022-05-04,SOL-0017103,COBRO,TC,5,1,HND
2022-05-04,SOL-0017104,COBRO,PR,4,4,HND
2022-05-04,SOL-0017105,ACUERDO_PAGO,PR,6,4,HND
2022-05-04,SOL-0017106,REFINANCIAMIENTO,TC,2,2,HND
2022-05-04,SOL-0017107,ACUERDO_PAGO,TC,5,1,HND
2022-05-04,SOL-0017108,COBRO,TC,0,1,HND
2022-05-04,SOL-0017109,ACUERDO_PAGO,TC,0,1,HND
2022-05-04,SOL-0017110,PAGO_PARCIAL,PR,0,2,HND
2022-05-04,SOL-0017111,ACUERDO_PAGO,TC,1,4,HND
2022-05-04,SOL-0017112,REFINANCIAMIENTO,PR,2,2,HND
2022-05-04,SOL-0017113,COBRO,TC,0,2,HND
2022-05-04,SOL-0017114,COBRO,TC,0,1,HND
2022-05-04,SOL-0017115,CANCELACION,PR,0,1,HND
2022-05-04,SOL-0017116,RECLAMO,TC,0,5,HND
2022-05-04,SOL-0017117,COBRO,PR,3,2,HND
2022-05-04,SOL-0017118,ACUERDO_PAGO,TC,2,1,HND
2022-05-04,SOL-0017119,COBRO,TC,0,1,HND
2022-05-04,SOL-0017120,COBRO,TC,1,6,HND
2022-05-04,SOL-0017121,PAGO_PARCIAL,TC,0,2,HND
2022-05-04,SOL-0017122,ACUERDO_PAGO,TC,2,2,HND
2022-05-04,SOL-0017123,COBRO,PR,4,1,HND
2022-05-04,SOL-0017124,ACTUALIZACION_DATOS,PR,4,4,HND
2022-05-04,SOL-0017125,ACUERDO_PAGO,TC,0,3,HND
2022-05-04,SOL-0017126,ACUERDO_PAGO,TC,1,1,HND
2022-05-04,SOL-0017127,ACUERDO_PAGO,TC,0,1,HND
2022-05-04,SOL-0017128,COBRO,TC,4,3,HND
2022-05-04,SOL-0017129,COBRO,TC,3,2,HND
2022-05-04,SOL-0017130,RECLAMO,PR,2,5,HND
2022-05-04,SOL-0017131,COBRO,TC,0,1,HND
2022-05-04,SOL-0017132,COBRO,TC,2,6,HND
2022-05-04,SOL-0017133,ACTUALIZACION_DATOS,PR,4,1,HND
2022-05-04,SOL-0017134,COBRO,PR,0,1,HND
2022-05-04,SOL-0017135,ACUERDO_PAGO,PR,3,1,HND
2022-05-04,SOL-0017136,ACUERDO_PAGO,TC,4,4,HND
2022-05-04,SOL-0017137,ACUERDO_PAGO,TC,1,2,HND
2022-05-04,SOL-0017138,PAGO_PARCIAL,TC,2,1,HND
2022-05-04,SOL-0017139,PAGO_PARCIAL,TC,1,1,HND
2022-05-04,SOL-0017140,COBRO,TC,4,3,HND
2022-05-04,SOL-0017141,REFINANCIAMIENTO,TC,2,3,HND
2022-05-04,SOL-0017142,COBRO,PR,2,2,HND
2022-05-04,SOL-0017143,COBRO,TC,1,3,HND
2022-05-04,SOL-0017144,REFINANCIAMIENTO,TC,0,1,HND
2022-05-04,SOL-0017145,PAGO_PARCIAL,TC,0,3,HND
2022-05-04,SOL-0017146,COBRO,TC,2,3,HND
2022-05-04,SOL-0017147,COBRO,PR,3,3,HND
2022-05-04,SOL-0017148,REFINANCIAMIENTO,TC,0,3,HND
2022-05-04,SOL-0017149,COBRO,TC,1,1,HND
2022-05-04,SOL-0017150,ACUERDO_PAGO,PR,1,1,HND
2022-05-04,SOL-0017151,ACUERDO_PAGO,TC,0,3,HND
2022-05-04,SOL-0017152,PAGO_PARCIAL,PR,0,1,HND
2022-05-04,SOL-0017153,COBRO,TC,2,2,HND
2022-05-04,SOL-0017154,PAGO_PARCIAL,PR,5,5,HND
2022-05-04,SOL-0017155,PAGO_PARCIAL,PR,3,2,HND
2022-05-04,SOL-0017156,ACUERDO_PAGO,PR,2,1,HND
2022-05-04,SOL-0017157,COBRO,PR,3,4,HND
2022-05-04,SOL-0017158,RECLAMO,TC,3,2,HND
2022-05-04,SOL-0017159,COBRO,TC,2,4,HND
2022-05-04,SOL-0017160,ACUERDO_PAGO,TC,0,5,HND
2022-05-04,SOL-0017161,REFINANCIAMIENTO,TC,1,1,HND
2022-05-04,SOL-0017162,RECLAMO,PR,3,5,HND
2022-05-04,SOL-0017163,ACUERDO_PAGO,TC,2,3,HND
2022-05-04,SOL-0017164,ACUERDO_PAGO,TC,0,2,HND
2022-05-04,SOL-0017165,ACTUALIZACION_DATOS,TC,0,3,HND
2022-05-04,SOL-0017166,ACUERDO_PAGO,PR,0,6,HND
2022-05-04,SOL-0017167,ACUERDO_PAGO,TC,2,5,HND
2022-05-04,SOL-0017168,ACUERDO_PAGO,TC,5,5,HND
2022-05-04,SOL-0017169,PAGO_PARCIAL,PR,1,3,HND
2022-05-04,SOL-0017170,COBRO,PR,0,3,HND
2022-05-04,SOL-0017171,ACUERDO_PAGO,TC,3,6,HND
2022-05-04,SOL-0017172,REFINANCIAMIENTO,TC,0,2,HND
2022-05-04,SOL-0017173,COBRO,PR,0,4,HND
2022-05-04,SOL-0017174,COBRO,PR,1,1,HND
2022-05-04,SOL-0017175,COBRO,TC,0,3,HND
2022-05-04,SOL-0017176,RECLAMO,TC,0,2,HND
2022-05-04,SOL-0017177,PAGO_PARCIAL,TC,0,6,HND
2022-05-04,SOL-0017178,ACTUALIZACION_DATOS,PR,0,1,HND
2022-05-04,SOL-0017179,PAGO_PARCIAL,TC,5,4,HND
2022-05-04,SOL-0017180,COBRO,PR,1,1,HND
2022-05-04,SOL-0017181,RECLAMO,TC,0,3,HND
2022-05-04,SOL-0017182,ACUERDO_PAGO,TC,1,2,HND
2022-05-04,SOL-0017183,CANCELACION,TC,3,6,HND
2022-05-04,SOL-0017184,COBRO,TC,3,1,HND
2022-05-04,SOL-0017185,REFINANCIAMIENTO,PR,0,5,HND
2022-05-04,SOL-0017186,COBRO,TC,1,5,HND
2022-05-04,SOL-0017187,COBRO,PR,0,4,HND
2022-05-04,SOL-0017188,COBRO,PR,2,3,HND
2022-05-04,SOL-0017189,CANCELACION,PR,4,2,HND
2022-05-04,SOL-0017190,PAGO_PARCIAL,PR,0,2,HND
2022-05-04,SOL-0017191,COBRO,TC,0,3,HND
2022-05-04,SOL-0017192,PAGO_PARCIAL,PR,0,3,HND
2022-05-04,SOL-0017193,REFINANCIAMIENTO,TC,3,1,HND
2022-05-04,SOL-0017194,ACTUALIZACION_DATOS,TC,5,3,HND
2022-05-04,SOL-0017195,COBRO,TC,2,3,HND
2022-05-04,SOL-0017196,ACUERDO_PAGO,TC,3,5,HND
2022-05-04,SOL-0017197,ACTUALIZACION_DATOS,PR,0,3,HND
2022-05-04,SOL-0017198,PAGO_PARCIAL,TC,3,1,HND
2022-05-04,SOL-0017199,ACUERDO_PAGO,TC,0,2,HND
2022-05-04,SOL-0017200,ACUERDO_PAGO,PR,2,3,HND
2022-05-04,SOL-0017201,COBRO,TC,2,6,HND
2022-05-04,SOL-0017202,COBRO,TC,0,3,HND
2022-05-04,SOL-0017203,CANCELACION,TC,0,1,HND
2022-05-04,SOL-0017204,ACUERDO_PAGO,TC,1,1,HND
2022-05-04,SOL-0017205,RECLAMO,TC,0,2,HND
2022-05-04,SOL-0017206,PAGO_PARCIAL,PR,3,4,HND
2022-05-04,SOL-0017207,COBRO,PR,2,3,HND
2022-05-04,SOL-0017208,PAGO_PARCIAL,PR,0,3,HND
2022-05-04,SOL-0017209,COBRO,PR,0,4,HND
2022-05-04,SOL-0017210,ACUERDO_PAGO,PR,2,3,HND
2022-05-04,SOL-0017211,PAGO_PARCIAL,PR,2,3,HND
2022-05-04,SOL-0017212,COBRO,TC,1,2,HND
2022-05-04,SOL-0017213,REFINANCIAMIENTO,PR,1,2,HND
2022-05-04,SOL-0017214,RECLAMO,TC,1,5,HND
2022-05-04,SOL-0017215,REFINANCIAMIENTO,TC,0,2,HND
2022-05-04,SOL-0017216,COBRO,TC,1,3,HND
2022-05-04,SOL-0017217,ACTUALIZACION_DATOS,PR,2,3,HND
2022-05-04,SOL-0017218,COBRO,PR,2,6,HND
2022-05-04,SOL-0017219,REFINANCIAMIENTO,TC,1,3,HND
2022-05-04,SOL-0017220,ACUERDO_PAGO,TC,3,2,HND
2022-05-04,SOL-0017221,COBRO,PR,0,1,HND
2022-05-04,SOL-0017222,COBRO,TC,0,1,HND
2022-05-04,SOL-0017223,COBRO,PR,1,1,HND
2022-05-04,SOL-0017224,PAGO_PARCIAL,TC,5,4,HND
2022-05-04,SOL-0017225,RECLAMO,TC,4,2,HND
2022-05-04,SOL-0017226,COBRO,PR,0,1,HND
2022-05-04,SOL-0017227,ACTUALIZACION_DATOS,TC,3,6,HND
2022-05-04,SOL-0017228,COBRO,TC,4,5,HND
2022-05-04,SOL-0017229,COBRO,TC,0,3,HND
2022-05-04,SOL-0017230,ACUERDO_PAGO,TC,0,1,HND
